F-score,feature,type
2.0802687009398166,Uniformity of Cell Shape,Original
0.8782815687455491,Marginal Adhesion,Original
0.8553005453038193,Single Epithelial Cell Size,Original
1.8920154451096018,Bare Nuclei,Original
1.4221800822853001,Bland Chromatin,Original
0.9617856564536301,Normal Nucleoli,Original
0.18963139155054953,Mitoses,Original
1.0814288101137202,Clump Thickness,Original
1.8497976592557854,Uniformity of Cell Size,Original
1.9324222165730898,Uniformity of Cell Shape,Original
0.8343103467926549,Marginal Adhesion,Original
0.829952423249758,Single Epithelial Cell Size,Original
1.9753088207226774,Bare Nuclei,Original
1.2532643351396633,Bland Chromatin,Original
0.9670593864262675,Normal Nucleoli,Original
0.17290352337917414,Mitoses,Original
1.1401470719706233,Clump Thickness,Original
1.8834804013606763,Uniformity of Cell Size,Original
1.9754830410042272,Uniformity of Cell Shape,Original
0.9571882245854901,Marginal Adhesion,Original
0.8368761579211387,Single Epithelial Cell Size,Original
1.6880967833755978,Bare Nuclei,Original
1.4214560926577307,Bland Chromatin,Original
1.144701460845831,Normal Nucleoli,Original
0.21988863733894506,Mitoses,Original
1.0821117342593867,Clump Thickness,Original
1.8657995214018674,Uniformity of Cell Size,Original
1.9003628090011377,Uniformity of Cell Shape,Original
0.8705692258553338,Marginal Adhesion,Original
0.8130827439057432,Single Epithelial Cell Size,Original
1.8890235230922825,Bare Nuclei,Original
1.2278989213536193,Bland Chromatin,Original
1.1595928442022738,Normal Nucleoli,Original
0.17552742676733418,Mitoses,Original
1.0179400530205696,Clump Thickness,Original
1.8653910378795597,Uniformity of Cell Size,Original
1.8104310632254157,Uniformity of Cell Shape,Original
0.855765792370719,Marginal Adhesion,Original
0.8447888307201595,Single Epithelial Cell Size,Original
1.8497512996552636,Bare Nuclei,Original
1.3316826434339002,Bland Chromatin,Original
0.9112764301381557,Normal Nucleoli,Original
0.1700815346342157,Mitoses,Original
1.109498514033416,Clump Thickness,Original
1.8858518543483704,Uniformity of Cell Size,Original
1.9047800360859093,Uniformity of Cell Shape,Original
0.9133241756772034,Marginal Adhesion,Original
0.9207383434735454,Single Epithelial Cell Size,Original
1.8247425695641972,Bare Nuclei,Original
1.3467849368581757,Bland Chromatin,Original
0.9577513854797135,Normal Nucleoli,Original
0.20098598427718853,Mitoses,Original
1.0341355535819796,Clump Thickness,Original
2.1079749452987713,Uniformity of Cell Size,Original
2.2822191480579717,Uniformity of Cell Shape,Original
1.0066873395431886,Marginal Adhesion,Original
0.9290371353472553,Single Epithelial Cell Size,Original
2.073796235403571,Bare Nuclei,Original
1.5032450410642013,Bland Chromatin,Original
1.0230165785881793,Normal Nucleoli,Original
0.17791058137854573,Mitoses,Original
1.1663488368256898,Clump Thickness,Original
2.0191378614942197,Uniformity of Cell Size,Original
1.9331339330584545,Uniformity of Cell Shape,Original
0.9506255370434092,Marginal Adhesion,Original
0.8772269037193653,Single Epithelial Cell Size,Original
1.9633099086153305,Bare Nuclei,Original
1.2321995606697194,Bland Chromatin,Original
0.9154521162151944,Normal Nucleoli,Original
0.18858072446725752,Mitoses,Original
0.9628155053882973,Clump Thickness,Original
1.8473266115099822,Uniformity of Cell Size,Original
1.9751993681291786,Uniformity of Cell Shape,Original
0.8692773026327933,Marginal Adhesion,Original
0.8525938452008005,Single Epithelial Cell Size,Original
1.7156710749380502,Bare Nuclei,Original
1.2540534230354377,Bland Chromatin,Original
0.9652551718557452,Normal Nucleoli,Original
0.14646985811447688,Mitoses,Original
1.1852019279335,Clump Thickness,Original
1.9471722714224824,Uniformity of Cell Size,Original
2.020888325679598,Uniformity of Cell Shape,Original
0.8440916127478532,Marginal Adhesion,Original
0.867880348972649,Single Epithelial Cell Size,Original
1.9915268216385815,Bare Nuclei,Original
1.2687340542077346,Bland Chromatin,Original
0.9783378601311743,Normal Nucleoli,Original
0.19185052348500448,Mitoses,Original
1.0834517409130706,Clump Thickness,Original
1.70065876576993,Uniformity of Cell Size,Original
1.8782908214330039,Uniformity of Cell Shape,Original
0.877627521331876,Marginal Adhesion,Original
0.8871345637763206,Single Epithelial Cell Size,Original
1.8021557374027715,Bare Nuclei,Original
1.202796500577567,Bland Chromatin,Original
1.029306567890219,Normal Nucleoli,Original
0.17456237450509515,Mitoses,Original
1.1874832579548644,Clump Thickness,Original
1.9314644088224764,Uniformity of Cell Size,Original
1.908828491909683,Uniformity of Cell Shape,Original
0.9651963711627599,Marginal Adhesion,Original
0.7973274960517008,Single Epithelial Cell Size,Original
2.0538630150398745,Bare Nuclei,Original
1.281900662768025,Bland Chromatin,Original
0.8757202972607477,Normal Nucleoli,Original
0.20384858948441878,Mitoses,Original
1.1136817743630947,Clump Thickness,Original
2.0028608709093785,Uniformity of Cell Size,Original
1.981187969311741,Uniformity of Cell Shape,Original
0.8133584265305737,Marginal Adhesion,Original
0.8169208427113603,Single Epithelial Cell Size,Original
1.7853644177846668,Bare Nuclei,Original
1.2424178503048606,Bland Chromatin,Original
1.0062968643332775,Normal Nucleoli,Original
0.20946492342714373,Mitoses,Original
1.0257054805928643,Clump Thickness,Original
1.746070404654973,Uniformity of Cell Size,Original
1.7842571776691516,Uniformity of Cell Shape,Original
0.8799851191030235,Marginal Adhesion,Original
0.7978292320260465,Single Epithelial Cell Size,Original
2.106264751127736,Bare Nuclei,Original
1.247924069643679,Bland Chromatin,Original
0.8690515142357964,Normal Nucleoli,Original
0.18524117050759667,Mitoses,Original
1.1559285088920377,Clump Thickness,Original
2.0338234675776174,Uniformity of Cell Size,Original
2.0180861403260097,Uniformity of Cell Shape,Original
1.0077749634497657,Marginal Adhesion,Original
0.8021094774178908,Single Epithelial Cell Size,Original
1.8499558599578898,Bare Nuclei,Original
1.3858418623687438,Bland Chromatin,Original
0.8816624567904002,Normal Nucleoli,Original
0.1671425630280056,Mitoses,Original
1.37185908270725,Clump Thickness,Original
1.9365384361296332,Uniformity of Cell Size,Original
1.8853910216518768,Uniformity of Cell Shape,Original
0.927258152583658,Marginal Adhesion,Original
0.9249570518032539,Single Epithelial Cell Size,Original
2.17554007800697,Bare Nuclei,Original
1.4545149097959489,Bland Chromatin,Original
1.0521507786445086,Normal Nucleoli,Original
0.20234684832595676,Mitoses,Original
1.0416759045887565,Clump Thickness,Original
1.740925268951707,Uniformity of Cell Size,Original
1.7438341508473667,Uniformity of Cell Shape,Original
0.8709402107328846,Marginal Adhesion,Original
0.8101484700997564,Single Epithelial Cell Size,Original
2.14906106210927,Bare Nuclei,Original
1.3907486066370822,Bland Chromatin,Original
0.8929991994314563,Normal Nucleoli,Original
0.20237279685589485,Mitoses,Original
1.2987200119237072,Clump Thickness,Original
1.84526932844578,Uniformity of Cell Size,Original
1.8613672232778657,Uniformity of Cell Shape,Original
0.8586972889615236,Marginal Adhesion,Original
0.8862351481280296,Single Epithelial Cell Size,Original
2.010195571458998,Bare Nuclei,Original
1.3080682214982053,Bland Chromatin,Original
1.0763211402635915,Normal Nucleoli,Original
0.2385814379601466,Mitoses,Original
1.203966344500557,Clump Thickness,Original
1.8240646962219962,Uniformity of Cell Size,Original
1.901072527070836,Uniformity of Cell Shape,Original
0.864316341359361,Marginal Adhesion,Original
0.9035493760738402,Single Epithelial Cell Size,Original
1.9159524706859403,Bare Nuclei,Original
1.3216360045658462,Bland Chromatin,Original
0.9364644577350031,Normal Nucleoli,Original
0.1829996509211051,Mitoses,Original
1.0721547220698318,Clump Thickness,Original
1.8160656306508143,Uniformity of Cell Size,Original
1.8466639918052072,Uniformity of Cell Shape,Original
0.8271121562528765,Marginal Adhesion,Original
0.7129556164447711,Single Epithelial Cell Size,Original
1.8731105131803731,Bare Nuclei,Original
1.3405679301916305,Bland Chromatin,Original
1.0388147402758097,Normal Nucleoli,Original
0.1921163708049263,Mitoses,Original
1.1730646984447555,Clump Thickness,Original
2.0280459594024234,Uniformity of Cell Size,Original
2.0351282435998166,Uniformity of Cell Shape,Original
1.0708103644523228,Marginal Adhesion,Original
0.8404617069543148,Single Epithelial Cell Size,Original
1.8888856184751062,Bare Nuclei,Original
1.4208029965581512,Bland Chromatin,Original
1.0009352571154568,Normal Nucleoli,Original
0.16855874490935513,Mitoses,Original
1.0554264564734974,Clump Thickness,Original
1.7093109480812583,Uniformity of Cell Size,Original
1.764737067612695,Uniformity of Cell Shape,Original
0.8485786167928395,Marginal Adhesion,Original
0.8490162298754428,Single Epithelial Cell Size,Original
1.891811761429506,Bare Nuclei,Original
1.2855276471350756,Bland Chromatin,Original
0.9241314976555302,Normal Nucleoli,Original
0.1423658190155022,Mitoses,Original
1.0245345165707374,Clump Thickness,Original
1.934293108489099,Uniformity of Cell Size,Original
1.758637729203042,Uniformity of Cell Shape,Original
0.952164796492745,Marginal Adhesion,Original
0.795678441822642,Single Epithelial Cell Size,Original
1.7774911721669966,Bare Nuclei,Original
1.35883587961614,Bland Chromatin,Original
0.9721019395933631,Normal Nucleoli,Original
0.1858500223064813,Mitoses,Original
1.1666070302790765,Clump Thickness,Original
1.9671427767805596,Uniformity of Cell Size,Original
2.1804156508777712,Uniformity of Cell Shape,Original
0.8865188114758378,Marginal Adhesion,Original
0.8676531850053573,Single Epithelial Cell Size,Original
1.9216333817078617,Bare Nuclei,Original
1.2735623028104817,Bland Chromatin,Original
1.104729322050049,Normal Nucleoli,Original
0.19087080698366798,Mitoses,Original
1.1686777744451076,Clump Thickness,Original
1.9431372846754031,Uniformity of Cell Size,Original
2.0315849723060797,Uniformity of Cell Shape,Original
1.0652200998190535,Marginal Adhesion,Original
0.7554321876486617,Single Epithelial Cell Size,Original
2.2278164088859667,Bare Nuclei,Original
1.5842246015614139,Bland Chromatin,Original
1.0141283223747368,Normal Nucleoli,Original
0.16554383342320525,Mitoses,Original
0.9541161951892311,Clump Thickness,Original
1.8797484181001174,Uniformity of Cell Size,Original
1.8810026255659806,Uniformity of Cell Shape,Original
0.8719829071041928,Marginal Adhesion,Original
0.8805672772006343,Single Epithelial Cell Size,Original
2.02458642483947,Bare Nuclei,Original
1.288364570363829,Bland Chromatin,Original
0.8274255283112387,Normal Nucleoli,Original
0.16678821583339046,Mitoses,Original
1.0906900736031127,Clump Thickness,Original
1.8706031597579145,Uniformity of Cell Size,Original
1.8285417879564898,Uniformity of Cell Shape,Original
0.8113207712738808,Marginal Adhesion,Original
0.8498015968467131,Single Epithelial Cell Size,Original
1.9912193731559997,Bare Nuclei,Original
1.298778774815094,Bland Chromatin,Original
0.9355779721519772,Normal Nucleoli,Original
0.18855778021104758,Mitoses,Original
1.012944585101256,Clump Thickness,Original
1.8365351041648383,Uniformity of Cell Size,Original
1.9544656370495188,Uniformity of Cell Shape,Original
0.9402472642500219,Marginal Adhesion,Original
0.8471304955319423,Single Epithelial Cell Size,Original
1.8657971156953683,Bare Nuclei,Original
1.4226239176457276,Bland Chromatin,Original
1.0241559560200852,Normal Nucleoli,Original
0.19023399661386833,Mitoses,Original
1.110858817406503,Clump Thickness,Original
1.7611139044930786,Uniformity of Cell Size,Original
1.8272074421904894,Uniformity of Cell Shape,Original
0.8859237583393722,Marginal Adhesion,Original
0.7867816351577934,Single Epithelial Cell Size,Original
1.8963056173809565,Bare Nuclei,Original
1.2697777025920516,Bland Chromatin,Original
0.9066830821403536,Normal Nucleoli,Original
0.1931039674182034,Mitoses,Original
1.0298661982395405,Clump Thickness,Avatar
2.0788042067765877,Uniformity of Cell Size,Avatar
1.9919363127946723,Uniformity of Cell Shape,Avatar
0.7129941411449968,Marginal Adhesion,Avatar
0.9483874192342199,Single Epithelial Cell Size,Avatar
2.1557965715191503,Bare Nuclei,Avatar
1.5356332182467016,Bland Chromatin,Avatar
0.9679592579568371,Normal Nucleoli,Avatar
0.1532301754230699,Mitoses,Avatar
0.9836842984713478,Clump Thickness,Avatar
2.1683631613456567,Uniformity of Cell Size,Avatar
2.1944069135740745,Uniformity of Cell Shape,Avatar
0.7564973456022296,Marginal Adhesion,Avatar
0.9797745343445201,Single Epithelial Cell Size,Avatar
2.238110905367788,Bare Nuclei,Avatar
1.5099676341884798,Bland Chromatin,Avatar
1.0275165271202298,Normal Nucleoli,Avatar
0.1619460655176745,Mitoses,Avatar
1.32586720584677,Clump Thickness,Avatar
2.009893572210017,Uniformity of Cell Size,Avatar
2.151930878809691,Uniformity of Cell Shape,Avatar
0.7707250686020672,Marginal Adhesion,Avatar
0.9537744491167706,Single Epithelial Cell Size,Avatar
2.097340934489465,Bare Nuclei,Avatar
1.449077667264508,Bland Chromatin,Avatar
1.029537751758517,Normal Nucleoli,Avatar
0.16669019061900128,Mitoses,Avatar
0.9877797278385071,Clump Thickness,Avatar
1.9425989542097908,Uniformity of Cell Size,Avatar
2.1326501294908957,Uniformity of Cell Shape,Avatar
0.8050005021930786,Marginal Adhesion,Avatar
0.9901878322760128,Single Epithelial Cell Size,Avatar
2.1744733063814246,Bare Nuclei,Avatar
1.4110449680850028,Bland Chromatin,Avatar
0.8974052237382341,Normal Nucleoli,Avatar
0.18420202287636472,Mitoses,Avatar
1.0444200331512847,Clump Thickness,Avatar
2.5468078616596608,Uniformity of Cell Size,Avatar
2.4871536734708664,Uniformity of Cell Shape,Avatar
0.9876001733857501,Marginal Adhesion,Avatar
1.1413505204457903,Single Epithelial Cell Size,Avatar
2.207771063302636,Bare Nuclei,Avatar
1.637319422016613,Bland Chromatin,Avatar
1.1021608713252153,Normal Nucleoli,Avatar
0.1797389861220378,Mitoses,Avatar
1.0354903956418187,Clump Thickness,Avatar
1.9663311159632793,Uniformity of Cell Size,Avatar
2.022601287382413,Uniformity of Cell Shape,Avatar
0.7489340206190396,Marginal Adhesion,Avatar
1.0060676601014091,Single Epithelial Cell Size,Avatar
2.0343481625667903,Bare Nuclei,Avatar
1.419946143788908,Bland Chromatin,Avatar
0.9298353775716355,Normal Nucleoli,Avatar
0.14349870694456626,Mitoses,Avatar
1.1627980764316868,Clump Thickness,Avatar
2.4773718192663754,Uniformity of Cell Size,Avatar
2.366652997536209,Uniformity of Cell Shape,Avatar
0.8088682128426754,Marginal Adhesion,Avatar
1.0224034502957668,Single Epithelial Cell Size,Avatar
2.2234412436015982,Bare Nuclei,Avatar
1.7196446924998754,Bland Chromatin,Avatar
1.1994571927254207,Normal Nucleoli,Avatar
0.1749217822694656,Mitoses,Avatar
1.051841947173364,Clump Thickness,Avatar
2.3271280662118357,Uniformity of Cell Size,Avatar
2.2683687660672853,Uniformity of Cell Shape,Avatar
0.7103626995113013,Marginal Adhesion,Avatar
1.0532504073072464,Single Epithelial Cell Size,Avatar
1.9549905453829504,Bare Nuclei,Avatar
1.6975966517233552,Bland Chromatin,Avatar
1.1102016603113494,Normal Nucleoli,Avatar
0.16957485649394868,Mitoses,Avatar
0.9878313034474623,Clump Thickness,Avatar
2.0173647072158447,Uniformity of Cell Size,Avatar
2.26573945403506,Uniformity of Cell Shape,Avatar
0.7435611675348843,Marginal Adhesion,Avatar
0.940726695621361,Single Epithelial Cell Size,Avatar
1.923913298449816,Bare Nuclei,Avatar
1.3200123375355968,Bland Chromatin,Avatar
0.9499355633100628,Normal Nucleoli,Avatar
0.17114646561307476,Mitoses,Avatar
1.0674081872351304,Clump Thickness,Avatar
2.0545217067290964,Uniformity of Cell Size,Avatar
2.320065384933919,Uniformity of Cell Shape,Avatar
0.8743605850094567,Marginal Adhesion,Avatar
0.9795620015523697,Single Epithelial Cell Size,Avatar
2.05684242223901,Bare Nuclei,Avatar
1.4120279397690634,Bland Chromatin,Avatar
0.9519792992009127,Normal Nucleoli,Avatar
0.16489432037479848,Mitoses,Avatar
1.1050552625932664,Clump Thickness,Avatar
2.233244198045103,Uniformity of Cell Size,Avatar
2.1125744758414813,Uniformity of Cell Shape,Avatar
0.8048179361956375,Marginal Adhesion,Avatar
0.9909226785001667,Single Epithelial Cell Size,Avatar
1.9977471458340748,Bare Nuclei,Avatar
1.3213177992232732,Bland Chromatin,Avatar
1.1791309963166376,Normal Nucleoli,Avatar
0.14612625028008305,Mitoses,Avatar
1.121897801986359,Clump Thickness,Avatar
2.2170734709849023,Uniformity of Cell Size,Avatar
2.269597208804149,Uniformity of Cell Shape,Avatar
0.8031093661629779,Marginal Adhesion,Avatar
1.0337304664269535,Single Epithelial Cell Size,Avatar
1.944690257762146,Bare Nuclei,Avatar
1.6007445858422713,Bland Chromatin,Avatar
1.0279500602467069,Normal Nucleoli,Avatar
0.1581923596833482,Mitoses,Avatar
1.0904403349065972,Clump Thickness,Avatar
2.37416555904116,Uniformity of Cell Size,Avatar
2.2461029737750566,Uniformity of Cell Shape,Avatar
0.8343986138057523,Marginal Adhesion,Avatar
1.0081739226563995,Single Epithelial Cell Size,Avatar
1.9921479475920774,Bare Nuclei,Avatar
1.4670102249321626,Bland Chromatin,Avatar
1.054266308701303,Normal Nucleoli,Avatar
0.1572682579334163,Mitoses,Avatar
1.126526240861185,Clump Thickness,Avatar
2.0585206040663224,Uniformity of Cell Size,Avatar
2.126366151884839,Uniformity of Cell Shape,Avatar
0.8074176528729268,Marginal Adhesion,Avatar
0.9234810018372754,Single Epithelial Cell Size,Avatar
2.1082423935521635,Bare Nuclei,Avatar
1.397888889628362,Bland Chromatin,Avatar
0.9893694837476746,Normal Nucleoli,Avatar
0.16705112003961392,Mitoses,Avatar
1.0607106331808052,Clump Thickness,Avatar
2.1752181830404593,Uniformity of Cell Size,Avatar
1.992624967052237,Uniformity of Cell Shape,Avatar
0.8411524929059361,Marginal Adhesion,Avatar
1.054743783180709,Single Epithelial Cell Size,Avatar
1.926561559415927,Bare Nuclei,Avatar
1.6899053264368797,Bland Chromatin,Avatar
1.0796823838528702,Normal Nucleoli,Avatar
0.16897668274104438,Mitoses,Avatar
1.13613768512341,Clump Thickness,Avatar
2.0232898160908794,Uniformity of Cell Size,Avatar
2.107767436989666,Uniformity of Cell Shape,Avatar
0.9550437643832763,Marginal Adhesion,Avatar
0.9033153994928694,Single Epithelial Cell Size,Avatar
1.9131325650886157,Bare Nuclei,Avatar
1.462121905310927,Bland Chromatin,Avatar
0.9007043619452308,Normal Nucleoli,Avatar
0.16425512226239036,Mitoses,Avatar
1.1481726826748142,Clump Thickness,Avatar
2.171102409790682,Uniformity of Cell Size,Avatar
2.242502136502555,Uniformity of Cell Shape,Avatar
0.9947722835838166,Marginal Adhesion,Avatar
0.9765500766562087,Single Epithelial Cell Size,Avatar
2.070373285526166,Bare Nuclei,Avatar
1.5461650833833152,Bland Chromatin,Avatar
1.0184410613057764,Normal Nucleoli,Avatar
0.19540283684228701,Mitoses,Avatar
1.1748392573260955,Clump Thickness,Avatar
2.206401385832078,Uniformity of Cell Size,Avatar
2.2699789313528833,Uniformity of Cell Shape,Avatar
0.8147007450259064,Marginal Adhesion,Avatar
1.073062387567068,Single Epithelial Cell Size,Avatar
2.12118279670963,Bare Nuclei,Avatar
1.713203858587676,Bland Chromatin,Avatar
1.0283815179381912,Normal Nucleoli,Avatar
0.18175392285656938,Mitoses,Avatar
0.9920160836838716,Clump Thickness,Avatar
2.2533965494844654,Uniformity of Cell Size,Avatar
2.118090065721465,Uniformity of Cell Shape,Avatar
0.7643833688217272,Marginal Adhesion,Avatar
0.9213268438619209,Single Epithelial Cell Size,Avatar
2.018130434862229,Bare Nuclei,Avatar
1.5389832804450498,Bland Chromatin,Avatar
0.983621037697687,Normal Nucleoli,Avatar
0.15535643886624317,Mitoses,Avatar
1.0768836600679592,Clump Thickness,Avatar
2.2069423918827753,Uniformity of Cell Size,Avatar
2.1235012665031814,Uniformity of Cell Shape,Avatar
0.8228194648010612,Marginal Adhesion,Avatar
1.0180733657018377,Single Epithelial Cell Size,Avatar
2.0325817503146784,Bare Nuclei,Avatar
1.6031513605112309,Bland Chromatin,Avatar
0.9806162207833811,Normal Nucleoli,Avatar
0.16824441871109685,Mitoses,Avatar
1.155221173719549,Clump Thickness,Avatar
1.9188504997672367,Uniformity of Cell Size,Avatar
2.261485750439282,Uniformity of Cell Shape,Avatar
0.7592099769668921,Marginal Adhesion,Avatar
0.9409534848626794,Single Epithelial Cell Size,Avatar
2.067882651962107,Bare Nuclei,Avatar
1.4870264220302545,Bland Chromatin,Avatar
0.9871534377721679,Normal Nucleoli,Avatar
0.15000605213820464,Mitoses,Avatar
1.000298132265955,Clump Thickness,Avatar
2.1462742777367914,Uniformity of Cell Size,Avatar
2.2835604831022813,Uniformity of Cell Shape,Avatar
0.8186721186575104,Marginal Adhesion,Avatar
1.13047993334605,Single Epithelial Cell Size,Avatar
2.0922598196146454,Bare Nuclei,Avatar
1.5191183673427786,Bland Chromatin,Avatar
1.0924544059473893,Normal Nucleoli,Avatar
0.16324916181315605,Mitoses,Avatar
1.0574383098964544,Clump Thickness,Avatar
1.9806144969844126,Uniformity of Cell Size,Avatar
2.115602092757704,Uniformity of Cell Shape,Avatar
0.7229457345667235,Marginal Adhesion,Avatar
0.9575395782933933,Single Epithelial Cell Size,Avatar
1.905244009501073,Bare Nuclei,Avatar
1.2326968150227013,Bland Chromatin,Avatar
0.8844762604399898,Normal Nucleoli,Avatar
0.1567890659228681,Mitoses,Avatar
1.1922939079316506,Clump Thickness,Avatar
2.324606877071951,Uniformity of Cell Size,Avatar
2.313521838710496,Uniformity of Cell Shape,Avatar
0.7520844945335531,Marginal Adhesion,Avatar
1.1360648616645284,Single Epithelial Cell Size,Avatar
2.0982929522086353,Bare Nuclei,Avatar
1.459209686667101,Bland Chromatin,Avatar
1.0512628642349264,Normal Nucleoli,Avatar
0.1738498536113048,Mitoses,Avatar
1.095654742146803,Clump Thickness,Avatar
1.8790592706552842,Uniformity of Cell Size,Avatar
2.271581758141665,Uniformity of Cell Shape,Avatar
0.8438834889559885,Marginal Adhesion,Avatar
0.9971814161440042,Single Epithelial Cell Size,Avatar
2.1261413057301177,Bare Nuclei,Avatar
1.3886003424301645,Bland Chromatin,Avatar
0.9278130472327574,Normal Nucleoli,Avatar
0.15151287712198683,Mitoses,Avatar
1.0240286223179547,Clump Thickness,Avatar
1.9229094089014023,Uniformity of Cell Size,Avatar
1.8781906071515095,Uniformity of Cell Shape,Avatar
0.6986712337325361,Marginal Adhesion,Avatar
0.97432413841379,Single Epithelial Cell Size,Avatar
2.140700037102325,Bare Nuclei,Avatar
1.3850763757530284,Bland Chromatin,Avatar
0.9345232013386833,Normal Nucleoli,Avatar
0.14332162220584826,Mitoses,Avatar
1.2417638341622486,Clump Thickness,Avatar
2.1751252609752525,Uniformity of Cell Size,Avatar
2.22828381838568,Uniformity of Cell Shape,Avatar
0.8115745901405274,Marginal Adhesion,Avatar
1.0774558728603105,Single Epithelial Cell Size,Avatar
2.089861889066411,Bare Nuclei,Avatar
1.444748562905136,Bland Chromatin,Avatar
1.0179981466693384,Normal Nucleoli,Avatar
0.16350241986512956,Mitoses,Avatar
1.1620830269563358,Clump Thickness,Avatar
2.0532606325101446,Uniformity of Cell Size,Avatar
2.1177565087830317,Uniformity of Cell Shape,Avatar
0.8947391867194079,Marginal Adhesion,Avatar
1.0240056925334644,Single Epithelial Cell Size,Avatar
2.0305599830950807,Bare Nuclei,Avatar
1.432923765513835,Bland Chromatin,Avatar
1.0167916132884025,Normal Nucleoli,Avatar
0.15322103839386464,Mitoses,Avatar
1.0538482959518012,Clump Thickness,Avatar
1.9185632684845826,Uniformity of Cell Size,Avatar
2.2440768954753074,Uniformity of Cell Shape,Avatar
0.7921250692153143,Marginal Adhesion,Avatar
0.9834297316671359,Single Epithelial Cell Size,Avatar
2.1583525819946034,Bare Nuclei,Avatar
1.4191870562506321,Bland Chromatin,Avatar
1.0269063353409256,Normal Nucleoli,Avatar
0.167493707666854,Mitoses,Avatar
1.1435197865457853,Clump Thickness,Avatar
2.289948488816928,Uniformity of Cell Size,Avatar
2.0708648600901816,Uniformity of Cell Shape,Avatar
0.7822911870663399,Marginal Adhesion,Avatar
1.0627541228014965,Single Epithelial Cell Size,Avatar
2.050998794772172,Bare Nuclei,Avatar
1.4511027019815588,Bland Chromatin,Avatar
1.0061094650175617,Normal Nucleoli,Avatar
0.16310481837603624,Mitoses,Avatar
0.9914050689714654,Clump Thickness,Avatar
2.123689826833975,Uniformity of Cell Size,Avatar
2.10236689906732,Uniformity of Cell Shape,Avatar
0.8463056162786066,Marginal Adhesion,Avatar
1.0722720244442057,Single Epithelial Cell Size,Avatar
2.1298912404451613,Bare Nuclei,Avatar
1.5912779180406813,Bland Chromatin,Avatar
1.0950708388016481,Normal Nucleoli,Avatar
0.14171082856446104,Mitoses,Avatar
1.1649779918024805,Clump Thickness,Avatar
2.2771562713076556,Uniformity of Cell Size,Avatar
2.1108465429246026,Uniformity of Cell Shape,Avatar
0.7871483777027646,Marginal Adhesion,Avatar
0.9605079009032679,Single Epithelial Cell Size,Avatar
2.712708226958101,Bare Nuclei,Avatar
1.5790953034762079,Bland Chromatin,Avatar
0.9986893262791933,Normal Nucleoli,Avatar
0.16680869696606035,Mitoses,Avatar
1.1764443571772452,Clump Thickness,Avatar
1.9414442477888612,Uniformity of Cell Size,Avatar
2.278446703770148,Uniformity of Cell Shape,Avatar
0.7959138816256528,Marginal Adhesion,Avatar
1.010309705881913,Single Epithelial Cell Size,Avatar
2.0269740691204676,Bare Nuclei,Avatar
1.346208999314642,Bland Chromatin,Avatar
1.004542186082511,Normal Nucleoli,Avatar
0.16497734753243523,Mitoses,Avatar
1.2024929719274466,Clump Thickness,Avatar
2.00088664639486,Uniformity of Cell Size,Avatar
2.250768024434877,Uniformity of Cell Shape,Avatar
0.8610931518531478,Marginal Adhesion,Avatar
1.0060412349309942,Single Epithelial Cell Size,Avatar
2.168698899073554,Bare Nuclei,Avatar
1.333950082028812,Bland Chromatin,Avatar
0.8209825498864433,Normal Nucleoli,Avatar
0.16226488836766387,Mitoses,Avatar
1.1601306440659935,Clump Thickness,Avatar
2.322210114265702,Uniformity of Cell Size,Avatar
2.2646521076797965,Uniformity of Cell Shape,Avatar
0.7317698673309191,Marginal Adhesion,Avatar
1.1911505285819006,Single Epithelial Cell Size,Avatar
2.142675200412957,Bare Nuclei,Avatar
1.5613039885400013,Bland Chromatin,Avatar
1.1196321138683198,Normal Nucleoli,Avatar
0.1548021202709389,Mitoses,Avatar
0.9998540409878686,Clump Thickness,Avatar
2.099859085443347,Uniformity of Cell Size,Avatar
2.208719104660228,Uniformity of Cell Shape,Avatar
0.7983024573067584,Marginal Adhesion,Avatar
1.0023766552320965,Single Epithelial Cell Size,Avatar
2.35117725866039,Bare Nuclei,Avatar
1.3866205473553286,Bland Chromatin,Avatar
0.964099067738391,Normal Nucleoli,Avatar
0.16467184568811344,Mitoses,Avatar
1.0625807929865523,Clump Thickness,Avatar
2.0980263815881477,Uniformity of Cell Size,Avatar
2.1889084090589415,Uniformity of Cell Shape,Avatar
0.8209173989133031,Marginal Adhesion,Avatar
0.9847831328449121,Single Epithelial Cell Size,Avatar
1.97140092061514,Bare Nuclei,Avatar
1.5746859897325243,Bland Chromatin,Avatar
0.888778915531136,Normal Nucleoli,Avatar
0.15563399664627092,Mitoses,Avatar
1.0726712841599144,Clump Thickness,Avatar
2.021576679425074,Uniformity of Cell Size,Avatar
2.0873581586626986,Uniformity of Cell Shape,Avatar
0.8673966244881061,Marginal Adhesion,Avatar
1.1286703001711311,Single Epithelial Cell Size,Avatar
2.093889516948518,Bare Nuclei,Avatar
1.4583563742184895,Bland Chromatin,Avatar
1.0747726097539627,Normal Nucleoli,Avatar
0.15072794146197158,Mitoses,Avatar
1.08506165486738,Clump Thickness,Avatar
2.0493343837805575,Uniformity of Cell Size,Avatar
2.0639612237858747,Uniformity of Cell Shape,Avatar
0.7186239942377523,Marginal Adhesion,Avatar
1.000222503229041,Single Epithelial Cell Size,Avatar
2.0681663418130403,Bare Nuclei,Avatar
1.4082519299248568,Bland Chromatin,Avatar
0.8882429463233862,Normal Nucleoli,Avatar
