,F-score,feature,type
553,0.9891562646752027,Single Epithelial Cell Size,CTGAN
554,3.673990263800529,Bare Nuclei,CTGAN
555,0.758102818256911,Bland Chromatin,CTGAN
556,0.8759883651259934,Normal Nucleoli,CTGAN
557,0.06532230652134641,Mitoses,CTGAN
558,1.1395704829840072,Clump Thickness,Original
559,2.0308816107099394,Uniformity of Cell Size,Original
560,2.060675065051852,Uniformity of Cell Shape,Original
561,0.9355130230830712,Marginal Adhesion,Original
562,0.8893388733396802,Single Epithelial Cell Size,Original
563,2.1533901095844326,Bare Nuclei,Original
564,1.3550863884302793,Bland Chromatin,Original
565,1.0168739763612906,Normal Nucleoli,Original
566,0.15731567318387474,Mitoses,Original
567,2.700345838835822,Clump Thickness,CTGAN
568,1.4084158746471822,Uniformity of Cell Size,CTGAN
569,1.2766997132420994,Uniformity of Cell Shape,CTGAN
570,0.5184760786335453,Marginal Adhesion,CTGAN
571,0.9943929118293113,Single Epithelial Cell Size,CTGAN
572,3.597876838657471,Bare Nuclei,CTGAN
573,0.7188299057601448,Bland Chromatin,CTGAN
574,0.7756911334398664,Normal Nucleoli,CTGAN
575,0.049935987268194204,Mitoses,CTGAN
576,1.208563230618581,Clump Thickness,Original
577,1.8766467585317725,Uniformity of Cell Size,Original
578,1.872353717868249,Uniformity of Cell Shape,Original
579,0.9104654079995346,Marginal Adhesion,Original
580,0.8122657019275087,Single Epithelial Cell Size,Original
581,1.6891723777703604,Bare Nuclei,Original
582,1.224405883616571,Bland Chromatin,Original
583,0.9733566383139665,Normal Nucleoli,Original
584,0.1903090302488336,Mitoses,Original
585,2.4677437318381195,Clump Thickness,CTGAN
586,1.4649447563391464,Uniformity of Cell Size,CTGAN
587,1.20639034849647,Uniformity of Cell Shape,CTGAN
588,0.5567012313417632,Marginal Adhesion,CTGAN
589,0.870510863622723,Single Epithelial Cell Size,CTGAN
590,3.5582704047981766,Bare Nuclei,CTGAN
591,0.7386864406124981,Bland Chromatin,CTGAN
592,0.8358305892107061,Normal Nucleoli,CTGAN
593,0.06338943307300714,Mitoses,CTGAN
594,1.1960150267006187,Clump Thickness,Original
595,1.8082502117681585,Uniformity of Cell Size,Original
596,1.9575940895163533,Uniformity of Cell Shape,Original
597,0.8304969422680339,Marginal Adhesion,Original
598,0.7894879662675653,Single Epithelial Cell Size,Original
599,1.7453148468701922,Bare Nuclei,Original
600,1.2045803383352744,Bland Chromatin,Original
601,0.8804581083190128,Normal Nucleoli,Original
602,0.20654453506682238,Mitoses,Original
603,2.4366933607269696,Clump Thickness,CTGAN
604,1.2000532288517876,Uniformity of Cell Size,CTGAN
605,1.2128128944848677,Uniformity of Cell Shape,CTGAN
606,0.5507806567985796,Marginal Adhesion,CTGAN
607,0.8313559333227606,Single Epithelial Cell Size,CTGAN
608,3.2257701013659674,Bare Nuclei,CTGAN
609,0.5999425604016457,Bland Chromatin,CTGAN
610,0.8714160762330934,Normal Nucleoli,CTGAN
611,0.047091015677650436,Mitoses,CTGAN
612,1.131469282507357,Clump Thickness,Original
613,1.8680332163261295,Uniformity of Cell Size,Original
614,1.850151965841284,Uniformity of Cell Shape,Original
615,0.8729451885318974,Marginal Adhesion,Original
616,0.8464186925444906,Single Epithelial Cell Size,Original
617,2.0986278847954223,Bare Nuclei,Original
618,1.3243955353937176,Bland Chromatin,Original
619,0.8923534589022558,Normal Nucleoli,Original
620,0.18215615084503647,Mitoses,Original
621,2.618753756334273,Clump Thickness,CTGAN
622,1.3216113488460917,Uniformity of Cell Size,CTGAN
623,1.2013180133161756,Uniformity of Cell Shape,CTGAN
624,0.5773149820627145,Marginal Adhesion,CTGAN
625,0.8601006840083648,Single Epithelial Cell Size,CTGAN
626,3.45919472249527,Bare Nuclei,CTGAN
627,0.6713797285345852,Bland Chromatin,CTGAN
628,0.8337892102109239,Normal Nucleoli,CTGAN
629,0.05238013112950718,Mitoses,CTGAN
630,1.0195899938059336,Clump Thickness,Original
631,1.745233315401162,Uniformity of Cell Size,Original
632,1.856927803500155,Uniformity of Cell Shape,Original
633,1.0189398891825032,Marginal Adhesion,Original
634,0.7537855977774204,Single Epithelial Cell Size,Original
635,2.053538805355553,Bare Nuclei,Original
636,1.4676706414402287,Bland Chromatin,Original
637,0.9900468738246709,Normal Nucleoli,Original
638,0.19217091635655012,Mitoses,Original
639,2.5122799437998924,Clump Thickness,CTGAN
640,1.304739517450955,Uniformity of Cell Size,CTGAN
641,1.2999410164463856,Uniformity of Cell Shape,CTGAN
642,0.5813283859991674,Marginal Adhesion,CTGAN
643,0.9279340370983515,Single Epithelial Cell Size,CTGAN
644,3.4266183558575762,Bare Nuclei,CTGAN
645,0.5775137142908069,Bland Chromatin,CTGAN
646,0.774121564581023,Normal Nucleoli,CTGAN
647,0.050754715922246105,Mitoses,CTGAN
648,1.0740590624525648,Clump Thickness,Original
649,1.9485020766836383,Uniformity of Cell Size,Original
650,1.9692969956499333,Uniformity of Cell Shape,Original
651,0.8590906440531335,Marginal Adhesion,Original
652,0.7949510070832367,Single Epithelial Cell Size,Original
653,2.0024016447079207,Bare Nuclei,Original
654,1.3635954394836693,Bland Chromatin,Original
655,0.9724505580967975,Normal Nucleoli,Original
656,0.17867638710587366,Mitoses,Original
657,2.615433793265714,Clump Thickness,CTGAN
658,1.3427068099655237,Uniformity of Cell Size,CTGAN
659,1.4096821929196859,Uniformity of Cell Shape,CTGAN
660,0.5679521165921605,Marginal Adhesion,CTGAN
661,0.9430613215686949,Single Epithelial Cell Size,CTGAN
662,3.713507668270819,Bare Nuclei,CTGAN
663,0.7366098125736912,Bland Chromatin,CTGAN
664,0.8692813425043961,Normal Nucleoli,CTGAN
665,0.04811447260983287,Mitoses,CTGAN
666,1.0795935567235606,Clump Thickness,Original
667,1.9345949648034815,Uniformity of Cell Size,Original
668,1.794931737566818,Uniformity of Cell Shape,Original
669,0.9156458165237213,Marginal Adhesion,Original
670,0.8580627412079059,Single Epithelial Cell Size,Original
671,1.818325577183131,Bare Nuclei,Original
672,1.4809814949429678,Bland Chromatin,Original
673,0.9300441815163826,Normal Nucleoli,Original
674,0.19954834882448702,Mitoses,Original
675,2.41322878992776,Clump Thickness,CTGAN
676,1.5377483384254689,Uniformity of Cell Size,CTGAN
677,1.3006598709345443,Uniformity of Cell Shape,CTGAN
678,0.5176671531759162,Marginal Adhesion,CTGAN
679,0.8841404634225895,Single Epithelial Cell Size,CTGAN
680,3.661167569883685,Bare Nuclei,CTGAN
681,0.7696550305926643,Bland Chromatin,CTGAN
682,0.8228208806829238,Normal Nucleoli,CTGAN
683,0.055985555833278654,Mitoses,CTGAN
684,1.1529891342505676,Clump Thickness,Original
685,1.7838875734821684,Uniformity of Cell Size,Original
686,1.8049496442320305,Uniformity of Cell Shape,Original
687,0.8895278389590202,Marginal Adhesion,Original
688,0.753477619266844,Single Epithelial Cell Size,Original
689,2.088350669760272,Bare Nuclei,Original
690,1.1674058129576985,Bland Chromatin,Original
691,0.9124772347799278,Normal Nucleoli,Original
692,0.1910785148900855,Mitoses,Original
693,2.7082860840990746,Clump Thickness,CTGAN
694,1.3169406563602541,Uniformity of Cell Size,CTGAN
695,1.199758604393976,Uniformity of Cell Shape,CTGAN
696,0.5234408181658764,Marginal Adhesion,CTGAN
697,0.8972096474429452,Single Epithelial Cell Size,CTGAN
698,3.278467635996447,Bare Nuclei,CTGAN
699,0.6607762156481094,Bland Chromatin,CTGAN
700,0.8523630516412248,Normal Nucleoli,CTGAN
701,0.06000678303607622,Mitoses,CTGAN
702,1.086089243366618,Clump Thickness,Original
703,1.8760131534616868,Uniformity of Cell Size,Original
704,1.9150604611433648,Uniformity of Cell Shape,Original
705,0.9266276030553878,Marginal Adhesion,Original
706,0.8879815906354862,Single Epithelial Cell Size,Original
707,1.9813092016277354,Bare Nuclei,Original
708,1.4501820753394594,Bland Chromatin,Original
709,0.9046590848777749,Normal Nucleoli,Original
710,0.20119907836475875,Mitoses,Original
711,2.4640767857777726,Clump Thickness,CTGAN
712,1.2447616109482822,Uniformity of Cell Size,CTGAN
713,1.156471803857203,Uniformity of Cell Shape,CTGAN
714,0.6455334758199063,Marginal Adhesion,CTGAN
715,0.8843268853647205,Single Epithelial Cell Size,CTGAN
716,3.3092654890067457,Bare Nuclei,CTGAN
717,0.617334114843336,Bland Chromatin,CTGAN
718,0.8474256044401914,Normal Nucleoli,CTGAN
719,0.07195988767284964,Mitoses,CTGAN
720,1.2757929060012614,Clump Thickness,Original
721,1.7924706823738308,Uniformity of Cell Size,Original
722,1.9280889996745012,Uniformity of Cell Shape,Original
723,0.7785707901907097,Marginal Adhesion,Original
724,0.8118543563876424,Single Epithelial Cell Size,Original
725,2.055116623726236,Bare Nuclei,Original
726,1.2155776826124156,Bland Chromatin,Original
727,0.9475736034428585,Normal Nucleoli,Original
728,0.20624418644702788,Mitoses,Original
729,2.349573230221938,Clump Thickness,CTGAN
730,1.4053085635829576,Uniformity of Cell Size,CTGAN
731,1.2412760542946533,Uniformity of Cell Shape,CTGAN
732,0.5257785687768457,Marginal Adhesion,CTGAN
733,0.934486441557655,Single Epithelial Cell Size,CTGAN
734,3.385365620848126,Bare Nuclei,CTGAN
735,0.7019890359375137,Bland Chromatin,CTGAN
736,0.8192775338919759,Normal Nucleoli,CTGAN
737,0.0668444359534265,Mitoses,CTGAN
738,1.0456964465551575,Clump Thickness,Original
739,1.7870390265180698,Uniformity of Cell Size,Original
740,1.8881914344009552,Uniformity of Cell Shape,Original
741,0.927388819789169,Marginal Adhesion,Original
742,0.8028550209862214,Single Epithelial Cell Size,Original
743,1.8876609795745534,Bare Nuclei,Original
744,1.2167366704754716,Bland Chromatin,Original
745,0.939860325223213,Normal Nucleoli,Original
746,0.18933387549021038,Mitoses,Original
747,2.613040013231185,Clump Thickness,CTGAN
748,1.4087282197623638,Uniformity of Cell Size,CTGAN
749,1.2154255086292636,Uniformity of Cell Shape,CTGAN
750,0.5695998855197942,Marginal Adhesion,CTGAN
751,0.8939437263563346,Single Epithelial Cell Size,CTGAN
752,3.613549614993329,Bare Nuclei,CTGAN
753,0.6763676135944464,Bland Chromatin,CTGAN
754,0.9214374559428852,Normal Nucleoli,CTGAN
755,0.06321338300621772,Mitoses,CTGAN
756,1.0471097110631016,Clump Thickness,Original
757,1.89785815067481,Uniformity of Cell Size,Original
758,2.0953953069301674,Uniformity of Cell Shape,Original
759,0.8731653907184466,Marginal Adhesion,Original
760,0.7509791567211271,Single Epithelial Cell Size,Original
761,2.399009298652564,Bare Nuclei,Original
762,1.1455361939611834,Bland Chromatin,Original
763,0.8569230540470387,Normal Nucleoli,Original
764,0.1929038679700024,Mitoses,Original
765,2.50146729777598,Clump Thickness,CTGAN
766,1.48406910755192,Uniformity of Cell Size,CTGAN
767,1.2503607599566282,Uniformity of Cell Shape,CTGAN
768,0.5671580791737709,Marginal Adhesion,CTGAN
769,0.8679524775748569,Single Epithelial Cell Size,CTGAN
770,3.47274603688164,Bare Nuclei,CTGAN
771,0.6677557313504267,Bland Chromatin,CTGAN
772,0.9538955794799853,Normal Nucleoli,CTGAN
773,0.06740001539026397,Mitoses,CTGAN
774,1.0132938966391192,Clump Thickness,Original
775,1.8056482367270512,Uniformity of Cell Size,Original
776,1.97018758251137,Uniformity of Cell Shape,Original
777,0.8076702775015275,Marginal Adhesion,Original
778,0.8168878918558441,Single Epithelial Cell Size,Original
779,1.9475311949192144,Bare Nuclei,Original
780,1.3207318892797086,Bland Chromatin,Original
781,1.043021696547954,Normal Nucleoli,Original
782,0.19254797303854057,Mitoses,Original
783,2.4349329898971694,Clump Thickness,CTGAN
784,1.3631286958183553,Uniformity of Cell Size,CTGAN
785,1.2959945494415723,Uniformity of Cell Shape,CTGAN
786,0.5692957627192416,Marginal Adhesion,CTGAN
787,0.9713927054885868,Single Epithelial Cell Size,CTGAN
788,3.61710884149075,Bare Nuclei,CTGAN
789,0.6884575274352424,Bland Chromatin,CTGAN
790,0.8278764856713575,Normal Nucleoli,CTGAN
791,0.06631676028734629,Mitoses,CTGAN
792,1.2069963011414035,Clump Thickness,Original
793,1.6143451829658384,Uniformity of Cell Size,Original
794,1.773542614237682,Uniformity of Cell Shape,Original
795,0.8804736336991801,Marginal Adhesion,Original
796,0.7593122807206905,Single Epithelial Cell Size,Original
797,1.9777685764520412,Bare Nuclei,Original
798,1.3950006195812785,Bland Chromatin,Original
799,1.0189572089006445,Normal Nucleoli,Original
800,0.20162581528356519,Mitoses,Original
801,2.4565171888187907,Clump Thickness,CTGAN
802,1.4940271217253587,Uniformity of Cell Size,CTGAN
803,1.2030014033278766,Uniformity of Cell Shape,CTGAN
804,0.6495033337892921,Marginal Adhesion,CTGAN
805,0.8839331513744172,Single Epithelial Cell Size,CTGAN
806,4.140428864462761,Bare Nuclei,CTGAN
807,0.6869818280922503,Bland Chromatin,CTGAN
808,0.7485702609723826,Normal Nucleoli,CTGAN
809,0.05168018168019276,Mitoses,CTGAN
810,1.1676385105879143,Clump Thickness,Original
811,1.9329934836088656,Uniformity of Cell Size,Original
812,2.092890738632903,Uniformity of Cell Shape,Original
813,0.8538427141380792,Marginal Adhesion,Original
814,0.8474647017671327,Single Epithelial Cell Size,Original
815,1.930456475527399,Bare Nuclei,Original
816,1.3132434932754953,Bland Chromatin,Original
817,1.0045905151201362,Normal Nucleoli,Original
818,0.19179688997992178,Mitoses,Original
819,2.4390395793173485,Clump Thickness,CTGAN
820,1.5677627288285347,Uniformity of Cell Size,CTGAN
821,1.268870131080034,Uniformity of Cell Shape,CTGAN
822,0.5488338662062665,Marginal Adhesion,CTGAN
823,0.9170608518993737,Single Epithelial Cell Size,CTGAN
824,4.126620688696764,Bare Nuclei,CTGAN
825,0.7099545806233976,Bland Chromatin,CTGAN
826,0.8088485727410472,Normal Nucleoli,CTGAN
827,0.054710521912293364,Mitoses,CTGAN
828,1.069144891748165,Clump Thickness,Original
829,1.7671952109571822,Uniformity of Cell Size,Original
830,1.7670420758289207,Uniformity of Cell Shape,Original
831,0.8961333287718138,Marginal Adhesion,Original
832,0.797851853756919,Single Epithelial Cell Size,Original
833,1.622469179503465,Bare Nuclei,Original
834,1.2160125464229576,Bland Chromatin,Original
835,0.8146633038799781,Normal Nucleoli,Original
836,0.17338161606576852,Mitoses,Original
837,2.78383564881479,Clump Thickness,CTGAN
838,1.5467388480660045,Uniformity of Cell Size,CTGAN
839,1.314538005603453,Uniformity of Cell Shape,CTGAN
840,0.6148592689252806,Marginal Adhesion,CTGAN
841,0.9544849803138953,Single Epithelial Cell Size,CTGAN
842,3.842295010483199,Bare Nuclei,CTGAN
843,0.7463247726221561,Bland Chromatin,CTGAN
844,0.9188112695742788,Normal Nucleoli,CTGAN
845,0.05738650541787459,Mitoses,CTGAN
846,1.1474236527963457,Clump Thickness,Original
847,1.7623164722566058,Uniformity of Cell Size,Original
848,1.8145773491732138,Uniformity of Cell Shape,Original
849,0.946690903257968,Marginal Adhesion,Original
850,0.8211230106771256,Single Epithelial Cell Size,Original
851,2.2197425439895397,Bare Nuclei,Original
852,1.336087463905341,Bland Chromatin,Original
853,0.912841608822347,Normal Nucleoli,Original
854,0.19678875194697523,Mitoses,Original
855,2.514318516136283,Clump Thickness,CTGAN
856,1.4078613382712521,Uniformity of Cell Size,CTGAN
857,1.3678560575094274,Uniformity of Cell Shape,CTGAN
858,0.611378297239186,Marginal Adhesion,CTGAN
859,0.9127997789373855,Single Epithelial Cell Size,CTGAN
860,3.5011972568620937,Bare Nuclei,CTGAN
861,0.7738394557843675,Bland Chromatin,CTGAN
862,0.8869238094902916,Normal Nucleoli,CTGAN
863,0.05612073373770643,Mitoses,CTGAN
864,1.1356838650654582,Clump Thickness,Original
865,1.9517443285463225,Uniformity of Cell Size,Original
866,2.010088603157211,Uniformity of Cell Shape,Original
867,0.9073822380297231,Marginal Adhesion,Original
868,0.9116785011177115,Single Epithelial Cell Size,Original
869,1.8319055529557473,Bare Nuclei,Original
870,1.4130856240878056,Bland Chromatin,Original
871,0.8895653470371739,Normal Nucleoli,Original
872,0.18647331523659977,Mitoses,Original
873,2.751619942840185,Clump Thickness,CTGAN
874,1.3719406567583705,Uniformity of Cell Size,CTGAN
875,1.2483080705732315,Uniformity of Cell Shape,CTGAN
876,0.5752020235389258,Marginal Adhesion,CTGAN
877,0.876127101651084,Single Epithelial Cell Size,CTGAN
878,3.4069272590609287,Bare Nuclei,CTGAN
879,0.6735161466165026,Bland Chromatin,CTGAN
880,0.7468444066589955,Normal Nucleoli,CTGAN
881,0.055477854625144096,Mitoses,CTGAN
882,1.0476757754317931,Clump Thickness,Original
883,2.0441007397586106,Uniformity of Cell Size,Original
884,1.9586792983153516,Uniformity of Cell Shape,Original
885,0.8012117744102658,Marginal Adhesion,Original
886,0.7523250477072566,Single Epithelial Cell Size,Original
887,2.0156971381373197,Bare Nuclei,Original
888,1.1826363385305372,Bland Chromatin,Original
889,0.8306635883402282,Normal Nucleoli,Original
890,0.1691382430129228,Mitoses,Original
891,2.3357448872709217,Clump Thickness,CTGAN
892,1.4853191362452642,Uniformity of Cell Size,CTGAN
893,1.2923935695891478,Uniformity of Cell Shape,CTGAN
894,0.5329119012242558,Marginal Adhesion,CTGAN
895,0.8712241120849874,Single Epithelial Cell Size,CTGAN
896,3.4016339887466662,Bare Nuclei,CTGAN
897,0.7197783253286001,Bland Chromatin,CTGAN
898,0.8237373886535642,Normal Nucleoli,CTGAN
899,0.046599029627490116,Mitoses,CTGAN
900,1.108217540944013,Clump Thickness,Original
901,1.83731842016586,Uniformity of Cell Size,Original
902,1.9284675855526743,Uniformity of Cell Shape,Original
903,0.9303732439600682,Marginal Adhesion,Original
904,0.777633313974315,Single Epithelial Cell Size,Original
905,1.8338029564616323,Bare Nuclei,Original
906,1.2734372159419234,Bland Chromatin,Original
907,0.8251110588399034,Normal Nucleoli,Original
908,0.18060169223454262,Mitoses,Original
909,2.3612663528102362,Clump Thickness,CTGAN
910,1.3920366288773274,Uniformity of Cell Size,CTGAN
911,1.2866352657959788,Uniformity of Cell Shape,CTGAN
912,0.577889132308329,Marginal Adhesion,CTGAN
913,0.8444692982424273,Single Epithelial Cell Size,CTGAN
914,3.786999135744279,Bare Nuclei,CTGAN
915,0.5802464331251563,Bland Chromatin,CTGAN
916,0.8426153567901903,Normal Nucleoli,CTGAN
917,0.04772156298086882,Mitoses,CTGAN
918,1.0591182361037006,Clump Thickness,Original
919,1.973366986389046,Uniformity of Cell Size,Original
920,2.042432600602622,Uniformity of Cell Shape,Original
921,0.8059909961462173,Marginal Adhesion,Original
922,0.7835652571266468,Single Epithelial Cell Size,Original
923,1.8753256127466997,Bare Nuclei,Original
924,1.3086367139381845,Bland Chromatin,Original
925,0.9550592895728554,Normal Nucleoli,Original
926,0.21564752557378167,Mitoses,Original
927,2.5699315863981247,Clump Thickness,CTGAN
928,1.5700675614911304,Uniformity of Cell Size,CTGAN
929,1.3472490132285688,Uniformity of Cell Shape,CTGAN
930,0.5961608032307356,Marginal Adhesion,CTGAN
931,0.815653408016034,Single Epithelial Cell Size,CTGAN
932,4.062589904799015,Bare Nuclei,CTGAN
933,0.6692348790286455,Bland Chromatin,CTGAN
934,0.8051424889590987,Normal Nucleoli,CTGAN
935,0.04994845000391268,Mitoses,CTGAN
936,1.0453978618067028,Clump Thickness,Original
937,1.9572473141706819,Uniformity of Cell Size,Original
938,1.9886210751485722,Uniformity of Cell Shape,Original
939,0.8553184492126641,Marginal Adhesion,Original
940,0.8461965555915777,Single Epithelial Cell Size,Original
941,1.7866715684784038,Bare Nuclei,Original
942,1.2910233599612164,Bland Chromatin,Original
943,0.9698563405914237,Normal Nucleoli,Original
944,0.17136393904207126,Mitoses,Original
945,2.365460625561882,Clump Thickness,CTGAN
946,1.2972708927659644,Uniformity of Cell Size,CTGAN
947,1.2365784393442094,Uniformity of Cell Shape,CTGAN
948,0.599699091978814,Marginal Adhesion,CTGAN
949,0.9535213020529977,Single Epithelial Cell Size,CTGAN
950,3.5733038007234317,Bare Nuclei,CTGAN
951,0.7057382735055548,Bland Chromatin,CTGAN
952,0.8616323973725345,Normal Nucleoli,CTGAN
953,0.05797057914615906,Mitoses,CTGAN
954,1.0993199586201736,Clump Thickness,Original
955,1.7515261088089271,Uniformity of Cell Size,Original
956,1.8565785486026942,Uniformity of Cell Shape,Original
957,0.8842396312355549,Marginal Adhesion,Original
958,0.8075345183508157,Single Epithelial Cell Size,Original
959,1.8437681087439264,Bare Nuclei,Original
960,1.3520841487934914,Bland Chromatin,Original
961,0.9292620403713472,Normal Nucleoli,Original
962,0.17525207641153032,Mitoses,Original
963,2.2674491700985393,Clump Thickness,CTGAN
964,1.445529860567569,Uniformity of Cell Size,CTGAN
965,1.281785843410588,Uniformity of Cell Shape,CTGAN
966,0.5683591579017033,Marginal Adhesion,CTGAN
967,0.8568228917812954,Single Epithelial Cell Size,CTGAN
968,3.7316430471551136,Bare Nuclei,CTGAN
969,0.7075586927762336,Bland Chromatin,CTGAN
970,0.8168901530993531,Normal Nucleoli,CTGAN
971,0.05788633194390419,Mitoses,CTGAN
972,1.216707171729732,Clump Thickness,Original
973,1.8224521837711745,Uniformity of Cell Size,Original
974,2.0091624451543306,Uniformity of Cell Shape,Original
975,0.8515009409766622,Marginal Adhesion,Original
976,0.7187462494899562,Single Epithelial Cell Size,Original
977,1.7771691523233062,Bare Nuclei,Original
978,1.1967042258694363,Bland Chromatin,Original
979,1.0888958274995812,Normal Nucleoli,Original
980,0.19345672947856793,Mitoses,Original
981,2.3236465759749154,Clump Thickness,CTGAN
982,1.4381473346509503,Uniformity of Cell Size,CTGAN
983,1.334997143320914,Uniformity of Cell Shape,CTGAN
984,0.5718122430415162,Marginal Adhesion,CTGAN
985,0.8995111070922694,Single Epithelial Cell Size,CTGAN
986,3.817505021473516,Bare Nuclei,CTGAN
987,0.6256453806272303,Bland Chromatin,CTGAN
988,0.8339599371901215,Normal Nucleoli,CTGAN
989,0.06120733902623843,Mitoses,CTGAN
990,1.238101710909482,Clump Thickness,Original
991,1.7833607514942316,Uniformity of Cell Size,Original
992,1.8585074778640132,Uniformity of Cell Shape,Original
993,0.8165276668127979,Marginal Adhesion,Original
994,0.8138269380274469,Single Epithelial Cell Size,Original
995,2.037361204481071,Bare Nuclei,Original
996,1.4784329378716485,Bland Chromatin,Original
997,0.9474016469347444,Normal Nucleoli,Original
998,0.23395145031311365,Mitoses,Original
999,2.573674076277885,Clump Thickness,CTGAN
1000,1.373104210794424,Uniformity of Cell Size,CTGAN
1001,1.317241059688649,Uniformity of Cell Shape,CTGAN
1002,0.5829746943191018,Marginal Adhesion,CTGAN
1003,0.8720516622913713,Single Epithelial Cell Size,CTGAN
1004,3.8721324258535468,Bare Nuclei,CTGAN
1005,0.7772139466136374,Bland Chromatin,CTGAN
1006,0.8443621984379007,Normal Nucleoli,CTGAN
1007,0.0483282862218878,Mitoses,CTGAN
1008,1.0760579992519161,Clump Thickness,Original
1009,1.7359010570537867,Uniformity of Cell Size,Original
1010,1.768141676883015,Uniformity of Cell Shape,Original
1011,0.9439060451850847,Marginal Adhesion,Original
1012,0.7617908432901047,Single Epithelial Cell Size,Original
1013,2.0056240950349546,Bare Nuclei,Original
1014,1.0999651905246077,Bland Chromatin,Original
1015,0.8840597594959422,Normal Nucleoli,Original
1016,0.19843702354171255,Mitoses,Original
1017,2.4962711234139205,Clump Thickness,CTGAN
1018,1.3721268241498956,Uniformity of Cell Size,CTGAN
1019,1.1882655543560683,Uniformity of Cell Shape,CTGAN
1020,0.5732908765102054,Marginal Adhesion,CTGAN
1021,0.8550746174991198,Single Epithelial Cell Size,CTGAN
1022,3.9831862148172723,Bare Nuclei,CTGAN
1023,0.7039709257481704,Bland Chromatin,CTGAN
1024,0.8229530689750126,Normal Nucleoli,CTGAN
1025,0.057366898107542835,Mitoses,CTGAN
1026,1.1329795469232864,Clump Thickness,Original
1027,1.773777582706435,Uniformity of Cell Size,Original
1028,1.9113299778556767,Uniformity of Cell Shape,Original
1029,0.9027968799637255,Marginal Adhesion,Original
1030,0.7451216736986379,Single Epithelial Cell Size,Original
1031,2.248386842556591,Bare Nuclei,Original
1032,1.2649952046964514,Bland Chromatin,Original
1033,0.9233290712173251,Normal Nucleoli,Original
1034,0.19149219526285718,Mitoses,Original
1035,2.4944466490298143,Clump Thickness,CTGAN
1036,1.553684045612782,Uniformity of Cell Size,CTGAN
1037,1.3519928914016457,Uniformity of Cell Shape,CTGAN
1038,0.5464510058078791,Marginal Adhesion,CTGAN
1039,0.9267121253784271,Single Epithelial Cell Size,CTGAN
1040,3.728115746406217,Bare Nuclei,CTGAN
1041,0.7441143297500457,Bland Chromatin,CTGAN
1042,0.8250603334657097,Normal Nucleoli,CTGAN
1043,0.052466269760234406,Mitoses,CTGAN
1044,1.1794806092307322,Clump Thickness,Original
1045,1.7633109105457416,Uniformity of Cell Size,Original
1046,1.8440224211025456,Uniformity of Cell Shape,Original
1047,0.8311925647252655,Marginal Adhesion,Original
1048,0.8293716472505467,Single Epithelial Cell Size,Original
1049,1.988617920448515,Bare Nuclei,Original
1050,1.3401194950118298,Bland Chromatin,Original
1051,0.9453496467539256,Normal Nucleoli,Original
1052,0.17117556116057636,Mitoses,Original
1053,2.6005339744725697,Clump Thickness,CTGAN
1054,1.3774432557910976,Uniformity of Cell Size,CTGAN
1055,1.2131562666318612,Uniformity of Cell Shape,CTGAN
1056,0.5397213623069411,Marginal Adhesion,CTGAN
1057,0.8310170109723468,Single Epithelial Cell Size,CTGAN
1058,4.493430583477723,Bare Nuclei,CTGAN
1059,0.7085910870588191,Bland Chromatin,CTGAN
1060,0.7725258761876115,Normal Nucleoli,CTGAN
1061,0.05349850010491454,Mitoses,CTGAN
1062,1.1000693376003141,Clump Thickness,Original
1063,1.7594493335058985,Uniformity of Cell Size,Original
1064,1.8257267380983493,Uniformity of Cell Shape,Original
1065,0.8712719493714186,Marginal Adhesion,Original
1066,0.8761444280053249,Single Epithelial Cell Size,Original
1067,1.78894464880418,Bare Nuclei,Original
1068,1.2910000627626936,Bland Chromatin,Original
1069,0.8351651816123284,Normal Nucleoli,Original
1070,0.17032442638677578,Mitoses,Original
1071,2.2468343325283917,Clump Thickness,CTGAN
1072,1.1528604273613523,Uniformity of Cell Size,CTGAN
1073,1.2516385463788904,Uniformity of Cell Shape,CTGAN
1074,0.5996873137750488,Marginal Adhesion,CTGAN
1075,0.8923402825154367,Single Epithelial Cell Size,CTGAN
1076,3.5889948232356352,Bare Nuclei,CTGAN
1077,0.8091386305976476,Bland Chromatin,CTGAN
1078,0.8207786275023927,Normal Nucleoli,CTGAN
1079,0.06050442388651226,Mitoses,CTGAN
1080,1.1661815496802435,Clump Thickness,Original
1081,1.873050062449952,Uniformity of Cell Size,Original
1082,1.9952921892035773,Uniformity of Cell Shape,Original
1083,0.8592933694294653,Marginal Adhesion,Original
1084,0.7443067009883281,Single Epithelial Cell Size,Original
1085,1.7067117059840975,Bare Nuclei,Original
1086,1.4259049205170027,Bland Chromatin,Original
1087,0.8607443457292495,Normal Nucleoli,Original
1088,0.19071476674383386,Mitoses,Original
1089,2.375044649191244,Clump Thickness,CTGAN
1090,1.4128713277876885,Uniformity of Cell Size,CTGAN
1091,1.3331487081602307,Uniformity of Cell Shape,CTGAN
1092,0.5125219251810141,Marginal Adhesion,CTGAN
1093,0.9559901851070355,Single Epithelial Cell Size,CTGAN
1094,3.644254339685858,Bare Nuclei,CTGAN
1095,0.685461574568953,Bland Chromatin,CTGAN
1096,0.8072758691896879,Normal Nucleoli,CTGAN
1097,0.055792260750660544,Mitoses,CTGAN
1098,1.1291991031372113,Clump Thickness,Original
1099,1.946929946064469,Uniformity of Cell Size,Original
1100,1.9249107974512314,Uniformity of Cell Shape,Original
